Unnamed: 0,Rk,PLAYER,POSITION,AGE,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,POINTS,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS_RPM,PIE,PACE,W,Total Impact Score
22,23,Michelle Lawson,SG,23,25.92250463355756,2.8506421379306026,6.868790039836808,0.4150137246003707,1.52491673297121,4.427959821468444,0.3443835975154585,1.1446310410227425,2.4408302183683643,0.4689515200233388,0.5260170253365394,5.22833340008685,6.239989252043842,0.8378753855023652,1.391177365900652,2.723770640147942,4.114948006048594,2.881949013532286,0.6263644523069903,0.3616934352173414,2.6694988523894727,2.096927231548724,12.454534408919264,CLE,67,25.92250463355756,-0.825155091454932,-6.905763494206754,-7.730918585661686,-5.594633242298991,4.424044689007239,104.83437133722262,43,17.769990463635
23,24,Patricia Bauer,C,20,32.88278481527883,3.96282998303461,9.677838237598298,0.409474707651039,0.0650365202580338,0.1909162324258575,0.3406547438719795,4.531053146172695,9.48692200517244,0.4776104561313231,0.4128347824250401,1.8774747341068192,2.446918299854848,0.7672813326943493,2.9868150491553416,6.757349767883126,9.744164817038468,1.811250154543536,1.6236642425365713,2.0597874557172884,1.6767750295471773,2.254447528378992,9.868171220434071,NYK,75,32.88278481527883,0.6546681975932888,2.731692367113242,3.3863605647065307,3.479780179880967,17.276654982732072,101.26817130667662,64,23.43026286072276
24,25,Gloria Paul,PG,33,37.61562038634828,4.417834886646807,12.468801076142656,0.3543111209865822,2.0670438956538217,5.88256915612095,0.3513845465808106,3.203334250622931,6.586231920021706,0.4863682739268578,0.4371997597190112,3.277154321146045,4.158427741120247,0.7880753316307972,0.4110722727707069,0.8376912204597786,1.2487634932304856,7.616730131053976,0.9813769228367718,0.1809661321916392,3.341890097168624,2.06180494882192,14.17986799009348,NYK,71,37.61562038634828,-1.1457306671062848,-1.240353716453099,-2.386084383559384,-2.655223812960508,7.857081144906323,95.27415400334078,28,20.86581457223773
25,26,Laura Becker,PF,21,31.352284128899196,8.109342979502184,17.021564903303023,0.4764158304815188,1.091984100870241,2.415006970318272,0.4521660244841152,8.19399574670075,14.606557932984751,0.5609806077718655,0.5084923201307856,5.866024280776699,7.699071053477312,0.7619132542136091,1.369108865656127,4.477348473207208,5.846457338863335,1.9497618905508631,0.7283155859400772,0.6369745351833609,2.035442996730425,1.798567293459886,23.17669434065131,HOU,80,31.352284128899196,0.8392720493601272,-8.222864533379106,-7.383592484018979,-7.716416315032253,9.706903615285006,96.46641800339091,45,30.30276069445852
26,27,Jody Farley,C,32,29.010185156493424,2.7533290809729127,5.720242838517001,0.4813308033766492,-0.0118482149903584,-0.0252361418260629,0.4694939136109162,2.584197376588632,5.745478980343064,0.4497792760934144,0.4802951642154427,3.5735857461896714,4.4228823400586,0.8079766702865362,4.378519914862108,9.75556808864065,14.13408800350276,1.9768280943241103,0.1811259720972563,2.120856979826172,2.90151594201897,2.9506618211930227,9.068395693145138,HOU,60,29.010185156493424,2.0518849124233527,-0.4335722560617138,1.6183126563616388,1.1736887450536964,15.340504758783563,97.05396170252162,41,24.57977880087646
27,28,Jason Williams,C,26,27.027419736378757,8.706175880697138,17.639683708322394,0.4935562351715846,0.5527425191195982,1.3479529356643178,0.4100606961081972,7.48761806526492,16.291730772658077,0.4595962313489224,0.5092238210608604,-0.0762490703557077,-0.1017202632526276,0.7495956844541298,3.377235009227693,7.709731296699863,11.086966305927556,2.088328518460642,0.6044564468048982,1.3404714894668284,0.5792080789741445,2.253940561171084,17.888845210158166,GSW,60,27.027419736378757,0.0552551375686551,5.029311936825848,5.084567074394503,3.435568212435789,13.634636868820811,96.90449735595568,21,32.42985989184394
28,29,David Lucas,PF,32,30.825971900602884,8.717864418031677,18.989308220926898,0.4590933127529247,0.816416037275478,2.4964411726006723,0.3270319550229877,7.215757673329016,16.492867048326225,0.4375077815267604,0.4805900420644158,5.660671633088491,7.475835930435236,0.7571958087045567,2.459290137769093,5.559466094903119,8.018756232672212,2.568936674469642,0.5375579858765895,0.8398508507329788,2.6715662372193925,2.165639787264418,23.912816506427323,HOU,55,30.825971900602884,1.4369394772391757,1.0009863158608447,2.43792579310002,1.7222203165258718,17.187699721289498,95.44991800572626,50,33.20635201295935
29,30,Michelle Lane,SF,33,30.27577938209306,6.7693529612243095,13.105644876091564,0.5165219281634542,2.3149025775302907,5.998634412499609,0.3859049274125841,3.9684105201168993,7.107010463591957,0.5583797210439484,0.6048389319971738,1.6444289170152937,2.146810699640512,0.7659869206403046,1.584806861536428,6.243695663688399,7.8285025252248275,8.011378419283945,0.592552220758205,1.4928590784464917,1.2205407179982095,2.0764558468056675,17.4980374169942,GSW,73,30.27577938209306,2.2857569593069997,0.6379672871490578,2.9237242464560573,2.6924234204016373,16.33924518331591,93.31742991251632,62,34.20278894270946
30,31,Sarah Allen,SF,30,36.024853236503745,6.1782284751880905,13.118874213082226,0.4709419706934243,0.3520787534214321,1.2214236165450143,0.2882527803231293,5.056799705640102,11.897450596537212,0.4250322087583955,0.484360757538348,5.075531916813911,6.933176573717508,0.732064424271897,1.0120104067279991,3.329442179160365,4.341452585888364,4.344850037790186,0.7480513417516872,0.5449592539210609,4.297164427548811,2.016720500988775,17.784067620611523,GSW,53,36.024853236503745,1.8486474509041824,-1.8912378720889025,-0.0425904211847198,-0.0338827602668341,7.423793100018174,99.23051841145092,44,23.46621641241401
31,32,Suzanne Nguyen,SG,29,22.22125012064186,4.091548506333365,9.880942787308769,0.4140848291914625,1.838709728782208,5.811775222981006,0.3163766075314742,1.8199128600909436,4.0691675643277625,0.4472445116404533,0.5071280624315069,4.890797648823481,6.1080716088676885,0.8007105944408099,1.152314161254559,3.7910620491411215,4.943376210395682,0.0,1.264541290351561,0.5550945144977829,5.476651626398837,1.3594881726120234,14.91260439027242,CLE,51,22.22125012064186,0.3295588408642333,3.388948454917111,3.718507295781345,1.7558849647685126,9.108430385363496,93.4472107763006,51,16.198964779118608
32,33,Eduardo Gonzalez,C,31,26.0872814738276,3.966559642606514,9.071582181599917,0.4372511391289572,1.0889941106918324,5.007985977165378,0.2174515095803493,2.172298333157898,4.063596204434537,0.534575342596123,0.4972734201870875,6.492170384995259,9.323403891308812,0.6963304883795925,3.226934573159421,11.912919106221246,15.139853679380668,2.174280468746775,0.6655467941550929,1.5775183117977594,2.1073124059196515,2.239991393802946,15.51428378090012,NYK,79,26.0872814738276,-4.222535084153464,-2.333450062772626,-6.555985146926089,-5.62966606642559,6.447120772670856,106.76135221711812,42,32.96417062906076
33,34,Tiffany Brown,PF,25,36.11101673103968,7.270855339678853,14.596021467601297,0.4981395345175347,1.0220790554019876,2.3451168592687184,0.4358328888227362,6.150547168564251,12.25090460833258,0.5020484090930635,0.53315178280967,6.49961063882243,7.916543432880913,0.821016229359226,3.252485769784037,8.890258949593528,12.142744719377566,0.0,0.5688433367497692,0.7503882825437825,2.3241904343980084,1.7597281239966605,22.063400373582127,LAL,78,36.11101673103968,-1.8103087647082885,-0.7713668137416552,-2.581675578449944,-3.0298752252444805,18.815765510533524,101.84959779264832,40,33.20118627785524
34,35,Jared Andrade,SG,34,21.651104139658,3.4690097777077407,8.98757181224714,0.3859785323751858,1.84663428458666,7.50958836396873,0.2459035296058138,0.8347987768265958,1.47798344827841,0.5648228184145019,0.4887111904926041,4.422034934405237,5.561158476875486,0.7951643444064804,1.6818411802443325,4.949691836319987,6.631533016564319,7.529373868525438,0.703399507620351,0.2367389181890309,2.6550809131910507,2.7793952800464496,13.20668877440738,BOS,68,21.651104139658,-0.112904107274545,3.3099056460495646,3.1970015387750195,1.96119404210217,12.571138243310198,98.7515088073094,36,25.652653172115464
35,36,Travis Rogers,C,35,34.34870220114206,9.723059258929167,20.91586150924752,0.4648653489424911,1.2901548296687055,3.245599662927844,0.3975089239764283,8.958444971540407,17.670261846319672,0.5069786203200071,0.4957068906379716,6.693491957281991,8.301082417323709,0.8063396579840236,1.8113171294489807,6.18724855466433,7.998565684113311,2.5571249333563086,0.2924956842141544,1.265280543295227,1.690360619521778,2.4976543912387186,27.42976530480903,NYK,63,34.34870220114206,-0.206941981037376,-7.734646288987475,-7.941588270024852,-7.1605603253931225,9.193165704521707,99.57101866475226,41,37.85287153026625
36,37,Jack Mcdowell,PF,24,38.102667225829386,7.213699952669587,17.226372991654745,0.418759071115216,0.771380263944011,2.052182100421668,0.3758829510234561,6.732982869845773,15.174190891233078,0.4437128093423267,0.4411485858528135,4.373533528954157,5.737807003674776,0.7622308533823339,1.848923434633398,4.834873585226205,6.683797019859603,3.570494635261139,0.4988726325309888,1.2041185558329293,1.988482197008052,1.5153372322062446,19.57231369823734,BOS,76,38.102667225829386,-2.769699738332713,-4.055053816849001,-6.824753555181713,-8.234641597693853,7.120633735113336,103.2682089830392,54,29.541114344713947
37,38,Kelly Barr,SG,20,30.4766040347386,6.782213686690289,13.364924696874574,0.5074636663142837,0.9032391124793068,2.593647149748225,0.3482505754751518,6.123902478973539,10.771277547126347,0.5685400317817755,0.5412550692950477,2.746065884424465,3.0833109501855813,0.8906224278998465,1.2740656770159198,2.7152613813107536,3.9893270583266736,4.35807359309793,1.4430267457325434,0.0961640034027646,3.907751935455476,2.106273256874013,17.21373237028435,LAL,73,30.4766040347386,1.8972232171665628,2.9176633488801897,4.814886566046752,4.463383986761669,15.10904981108598,90.14887640054772,38,23.192571835388787
38,39,Ethan Jackson,SG,23,29.62783285449977,9.48514468822473,18.44234298113529,0.51431343067023,2.004600866499965,6.124419701827423,0.3273127845731778,6.302429498335161,12.31792327930787,0.5116470816896732,0.5686612125261059,0.946896276604507,1.1879194937688482,0.7971047546331109,1.7199891847402755,3.0404065172716512,4.760395702011927,5.241344195101356,1.2710804003733014,0.1329311282579797,4.01848473463854,2.5936933579722,21.921786519553933,CHI,66,29.62783285449977,1.3399191945512574,-0.6398171278973743,0.7001020666538831,0.5704189428275555,17.645347187675714,97.59792113145504,58,29.309053210659958
39,40,Todd Brown,C,21,40.95533002779859,7.916051132184068,24.467513361079668,0.323533128003767,1.940621033021912,4.596355415669392,0.4222086539274484,7.645912804348262,19.871157945410275,0.3847743964067414,0.3631902236060697,4.350842150600226,5.004249188693182,0.8694295560722092,3.1247431145678344,5.163707386607022,8.288450501174857,1.840067630525231,0.3177793045140028,2.207020230501384,3.6801613134571465,3.0852427358116663,22.123565447990277,LAL,67,40.95533002779859,-7.941758639692526,2.1886282999074425,-5.753130339785083,-6.577762736600926,10.909480508130288,102.97928764359249,54,31.09672180124861
40,41,Danielle Allen,PF,28,33.20451924704618,7.105468278796976,16.271413895085086,0.4366841335738648,0.2931203017581069,0.6709301407155748,0.436886471437223,7.619647681494967,15.600483754369511,0.4884238079707492,0.4456913502683724,3.982271954687245,5.020094313796139,0.7932663622958701,1.0596730821681195,2.729508935462756,3.7891820176308753,1.828086628928242,0.7927168160324175,0.7779104003484953,3.386174920189202,2.183370284055849,18.486328814039304,CHI,79,33.20451924704618,2.0016182805955145,4.841909462182333,6.843527742777847,7.4798532681534,14.300375051498234,96.75134358587432,34,22.288049756790134
41,42,Charles Cisneros,SF,27,37.75250246407038,8.99751903088572,17.699277968666415,0.5083551457191818,1.423272342809305,5.24221711557543,0.2715019831171328,6.025457266700644,12.457060853090985,0.4836981482036784,0.5485622192881988,2.964932698183552,3.850293024366653,0.7700537801720333,1.5814892642083689,3.319583316486765,4.901072580695134,1.003291918522418,1.3937289593906337,0.5358033467323473,3.455376816806908,2.0639906525037013,22.383243102764297,LAL,64,37.75250246407038,-1.4879071389794118,-0.504344686875881,-1.9922518258552928,-2.005666452390684,10.133003658117152,92.13214896493938,37,26.76176309129792
42,43,Victoria Rodriguez,PF,35,29.56445578318805,8.15878080760916,18.50271513747852,0.4409504630530138,-0.5280460442718149,-1.523727484079477,0.3465488742501886,9.424865790496003,20.026442621557997,0.4706210667864874,0.4266810425828737,4.250309394125777,5.237710803641457,0.8114822588468992,1.8735951187017503,4.8602887119561125,6.733883830657863,2.9454098999771325,1.2134824359007172,1.2734342980804332,1.6343824001228486,1.9026101721752424,20.039824965072285,GSW,73,29.56445578318805,0.1367764934101498,-1.892976389621842,-1.7561998962116925,-1.5792666145805296,16.53747384208628,98.17947274883848,22,30.571653029565574
43,44,Natalie Hines,C,26,32.04706708934565,4.543378374440746,11.603417675506172,0.391555186712914,0.1563383481723778,0.5149712982861185,0.3035865274291774,5.651985594367461,11.088446377220054,0.5097184404461584,0.3982919237909214,6.080411856447325,7.6457938682278845,0.7952623313210799,2.024734290408162,6.699559516132956,8.724293806541118,2.137973270150773,1.03049701419891,1.5318088799750849,2.6796279301636536,2.3932700514264327,15.323506953501196,BOS,76,32.04706708934565,-2.432327759678955,2.5867890743906368,0.1544613147116815,0.15675101698367,15.262673468797397,88.53727007348019,59,26.06845199420343
44,45,Rachel Rojas,C,20,28.894013341371004,5.026320153457601,11.904430030985797,0.4222226633593289,1.1174155899095528,2.983586110799225,0.3745209785851383,4.012693617951271,8.92084392018657,0.4498109880468965,0.4691554264988096,3.5320186661956705,3.9581521290276314,0.8923403020043484,2.67584979607383,4.953310194565548,7.629159990639378,1.6897208835580582,1.0559162236645865,1.3818235830378205,1.863451911478657,3.837563211921149,14.702074563020426,MIA,73,28.894013341371004,3.311000827577415,5.176248825166398,8.487249652743813,7.459100601228586,8.854640139652854,97.1572206296862,52,24.595243332441616
45,46,Anthony Oconnor DDS,PG,24,27.16158113663955,8.721161982069864,18.430719478906425,0.4731861928695216,1.679625785004363,5.155633781762279,0.3257845409706815,6.136657813693096,13.275085697144142,0.4622687908533253,0.518752123893719,0.3064551310571968,0.3971341497804839,0.7716665293744948,1.4534832959520894,4.143836172376581,5.597319468328671,8.19364648002862,1.8391497055960204,0.1951970469285823,4.963485458031259,1.8494674641284083,19.428404880201285,GSW,64,27.16158113663955,-2.3409049615707143,1.920569471121372,-0.4203354904493426,-0.3044527074253066,14.013841459965468,101.4493162489815,37,30.29023212305192
46,47,Tammie Dillon,PF,33,23.92123312916375,6.704033569860664,14.093230403543478,0.4756917596532773,0.6419756350177923,1.4863793831619327,0.431905637477382,6.997457141370269,12.606851020381544,0.555051942000223,0.4984677881661007,4.731013469653385,6.561612502800821,0.7210138464644102,2.2494403643033816,4.010140790070119,6.2595811543735005,2.1542473137340683,0.7524033512394241,0.525343393053981,2.026110517664867,2.174926246370383,18.781056244392506,CHI,65,23.92123312916375,-3.9793643833603936,3.4637528455781097,-0.5156115377822847,-0.3340475612331177,4.73286751362797,107.82663754226856,32,26.446520939128607
